Order_ID,Order_Date,Product_Category,Product_SKU,Quantity_Units,Production_Facility,Customer_Region,Order_Priority,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delivery_Status,Calculated_Risk_Score,Machine_Utilization_Pct,Quality_Score,Revenue_EUR,Profit_EUR,Order_Month,Order_Quarter,Order_Year,Day_of_Week,Is_Peak_Season
FED-000938,2024-06-13,Art_Design_Papers,ART-7443,5994,Verona_IT,Rest_of_Europe,Express,5,5,On_Time,0.175,89.9,93.5,7192.8,2594.43,6,2,2024,Thursday,0
FED-000939,2023-02-07,Self_Adhesive_Materials,SEL-9516,94732,Fabriano_IT,Italy,Economy,3,3,On_Time,0.197,75.7,97.1,7578.56,2188.92,2,1,2023,Tuesday,0
FED-000940,2023-10-30,Luxury_Packaging,LUX-5583,7706,Sao_Paulo_BR,Americas,Standard,7,8,Slightly_Late,0.38,98.0,94.3,19265.0,4510.68,10,4,2023,Monday,1
FED-000941,2024-06-24,Self_Adhesive_Materials,SEL-8244,85450,Fabriano_IT,Rest_of_Europe,Standard,2,2,On_Time,0.157,83.7,97.1,6836.0,2294.04,6,2,2024,Monday,0
FED-000942,2024-12-15,Wine_Labels,WIN-7389,89456,Chicago_US,Americas,Standard,5,7,Slightly_Late,0.113,94.7,97.9,13418.4,3309.11,12,4,2024,Sunday,0
FED-000943,2023-05-10,Luxury_Packaging,LUX-3621,9787,Sao_Paulo_BR,Italy,Express,7,7,On_Time,0.203,88.3,96.9,24467.5,8642.88,5,2,2023,Wednesday,0
FED-000944,2023-01-24,Wine_Labels,WIN-9278,71809,Sao_Paulo_BR,Rest_of_Europe,Standard,6,6,On_Time,0.082,77.1,96.6,10771.35,3768.42,1,1,2023,Tuesday,0
FED-000945,2023-04-24,Self_Adhesive_Materials,SEL-3043,81500,Barcelona_ES,Rest_of_Europe,Express,3,3,On_Time,0.106,84.6,96.5,6520.0,2171.57,4,2,2023,Monday,0
FED-000946,2024-04-04,Wine_Labels,WIN-9737,15553,Verona_IT,Asia_Pacific,Standard,2,2,On_Time,0.07,95.0,93.5,2332.95,848.3,4,2,2024,Thursday,0
FED-000947,2024-09-01,Wine_Labels,WIN-7187,57404,Barcelona_ES,Americas,Express,5,5,On_Time,0.086,91.0,94.9,8610.6,2555.62,9,3,2024,Sunday,1
FED-000948,2024-06-16,Self_Adhesive_Materials,SEL-2605,81986,Verona_IT,Rest_of_Europe,Express,5,5,On_Time,0.077,79.9,96.7,6558.88,2242.74,6,2,2024,Sunday,0
FED-000949,2023-05-31,Self_Adhesive_Materials,SEL-8309,72618,Chicago_US,Italy,Critical,3,3,On_Time,0.089,79.0,95.7,5809.44,2046.67,5,2,2023,Wednesday,0
FED-000950,2023-03-21,Luxury_Packaging,LUX-9172,12796,Sao_Paulo_BR,Rest_of_Europe,Standard,6,6,On_Time,0.332,98.0,91.8,31990.0,8981.03,3,1,2023,Tuesday,0
FED-000951,2024-10-13,Luxury_Packaging,LUX-3668,13167,Chicago_US,Asia_Pacific,Standard,7,7,On_Time,0.381,96.2,92.5,32917.5,12065.74,10,4,2024,Sunday,1
FED-000952,2023-05-28,Luxury_Packaging,LUX-2934,10023,Chicago_US,Italy,Standard,9,9,On_Time,0.207,83.8,95.6,25057.5,9214.74,5,2,2023,Sunday,0
FED-000953,2024-12-12,Wine_Labels,WIN-2945,38071,Chicago_US,Italy,Critical,4,4,On_Time,0.043,92.9,93.8,5710.65,1757.92,12,4,2024,Thursday,0
FED-000954,2024-09-08,Self_Adhesive_Materials,SEL-7086,67376,Verona_IT,Rest_of_Europe,Express,3,4,Slightly_Late,0.176,92.0,95.2,5390.08,1410.13,9,3,2024,Sunday,1
FED-000955,2023-11-09,Art_Design_Papers,ART-7910,3867,Barcelona_ES,Italy,Express,7,10,Late,0.172,88.7,93.0,4640.4,1451.87,11,4,2023,Thursday,0
FED-000956,2023-02-19,Art_Design_Papers,ART-3004,7455,Barcelona_ES,Rest_of_Europe,Standard,5,5,On_Time,0.3,98.0,94.1,8946.0,3070.15,2,1,2023,Sunday,0
FED-000957,2024-07-14,Wine_Labels,WIN-7181,40806,Verona_IT,Rest_of_Europe,Standard,3,3,On_Time,0.072,83.9,95.4,6120.9,1873.94,7,3,2024,Sunday,1
FED-000958,2024-05-01,Self_Adhesive_Materials,SEL-8357,79285,Sao_Paulo_BR,Italy,Express,4,4,On_Time,0.161,97.8,94.8,6342.8,1986.61,5,2,2024,Wednesday,0
FED-000959,2023-06-02,Self_Adhesive_Materials,SEL-7478,87653,Barcelona_ES,Rest_of_Europe,Critical,5,5,On_Time,0.079,85.9,96.9,7012.24,2317.06,6,2,2023,Friday,0
FED-000960,2023-12-14,Luxury_Packaging,LUX-6060,5344,Chicago_US,Rest_of_Europe,Standard,10,10,On_Time,0.169,80.5,93.7,13360.0,4590.54,12,4,2023,Thursday,0
FED-000961,2024-07-28,Self_Adhesive_Materials,SEL-9548,77035,Sao_Paulo_BR,Asia_Pacific,Critical,2,2,On_Time,0.171,98.0,94.0,6162.8,1752.62,7,3,2024,Sunday,1
FED-000962,2023-07-13,Self_Adhesive_Materials,SEL-1310,39863,Sao_Paulo_BR,Italy,Standard,7,7,On_Time,0.192,86.9,95.0,3189.04,995.84,7,3,2023,Thursday,1
FED-000963,2023-10-09,Self_Adhesive_Materials,SEL-9741,61390,Fabriano_IT,Americas,Standard,6,5,On_Time,0.125,82.3,96.5,4911.2,1725.37,10,4,2023,Monday,1
FED-000964,2024-09-13,Wine_Labels,WIN-7798,22879,Sao_Paulo_BR,Americas,Critical,5,7,Slightly_Late,0.066,96.9,92.4,3431.85,1039.83,9,3,2024,Friday,1
FED-000965,2023-01-25,Self_Adhesive_Materials,SEL-5675,28651,Barcelona_ES,Italy,Standard,3,3,On_Time,0.137,88.9,96.7,2292.08,721.57,1,1,2023,Wednesday,0
FED-000966,2023-05-28,Wine_Labels,WIN-6329,21061,Verona_IT,Asia_Pacific,Express,4,3,On_Time,0.03,75.3,97.6,3159.15,1167.51,5,2,2023,Sunday,0
FED-000967,2023-07-05,Wine_Labels,WIN-5225,9653,Verona_IT,Italy,Express,2,2,On_Time,0.057,95.3,95.3,1447.95,506.9,7,3,2023,Wednesday,1
FED-000968,2024-01-20,Art_Design_Papers,ART-9333,8497,Verona_IT,Rest_of_Europe,Critical,5,5,On_Time,0.102,83.9,100.3,10196.4,2949.12,1,1,2024,Saturday,0
FED-000969,2024-05-31,Luxury_Packaging,LUX-1473,3533,Verona_IT,Rest_of_Europe,Express,7,6,On_Time,0.104,85.0,96.3,8832.5,3225.86,5,2,2024,Friday,0
FED-000970,2024-02-22,Self_Adhesive_Materials,SEL-3057,141466,Verona_IT,Asia_Pacific,Express,4,4,On_Time,0.077,76.6,95.2,11317.28,3480.99,2,1,2024,Thursday,0
FED-000971,2023-11-08,Luxury_Packaging,LUX-7116,10984,Chicago_US,Rest_of_Europe,Critical,6,6,On_Time,0.149,98.0,94.4,27460.0,8019.61,11,4,2023,Wednesday,0
FED-000972,2024-07-07,Art_Design_Papers,ART-1016,4353,Fabriano_IT,Rest_of_Europe,Standard,4,4,On_Time,0.313,90.4,95.8,5223.6,1629.2,7,3,2024,Sunday,1
FED-000973,2024-04-20,Art_Design_Papers,ART-8900,3287,Sao_Paulo_BR,Asia_Pacific,Express,6,10,Late,0.248,91.6,91.7,3944.4,910.95,4,2,2024,Saturday,0
FED-000974,2023-10-07,Luxury_Packaging,LUX-5609,4967,Chicago_US,Americas,Economy,9,12,Late,0.443,96.9,96.5,12417.5,3568.07,10,4,2023,Saturday,1
FED-000975,2023-02-16,Wine_Labels,WIN-3288,67228,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.076,83.3,93.8,10084.2,2973.11,2,1,2023,Thursday,0
FED-000976,2024-07-23,Art_Design_Papers,ART-6613,6795,Chicago_US,Rest_of_Europe,Express,7,7,On_Time,0.226,83.4,93.5,8154.0,2430.94,7,3,2024,Tuesday,1
FED-000977,2024-10-12,Wine_Labels,WIN-6381,21127,Chicago_US,Rest_of_Europe,Express,4,4,On_Time,0.058,88.7,95.5,3169.05,962.92,10,4,2024,Saturday,1
FED-000978,2023-01-17,Art_Design_Papers,ART-3843,4411,Fabriano_IT,Italy,Standard,6,6,On_Time,0.211,89.3,94.0,5293.2,1755.38,1,1,2023,Tuesday,0
FED-000979,2024-02-28,Luxury_Packaging,LUX-2270,10505,Chicago_US,Rest_of_Europe,Standard,7,7,On_Time,0.179,77.3,92.1,26262.5,9112.38,2,1,2024,Wednesday,0
FED-000980,2024-07-05,Wine_Labels,WIN-6864,42031,Chicago_US,Rest_of_Europe,Standard,6,6,On_Time,0.091,87.8,96.2,6304.65,2188.87,7,3,2024,Friday,1
FED-000981,2024-02-01,Wine_Labels,WIN-1324,69105,Verona_IT,Rest_of_Europe,Express,4,3,On_Time,0.034,80.3,96.2,10365.75,3633.32,2,1,2024,Thursday,0
FED-000982,2023-10-15,Self_Adhesive_Materials,SEL-4623,61102,Barcelona_ES,Americas,Express,5,5,On_Time,0.133,90.4,92.6,4888.16,1601.26,10,4,2023,Sunday,1
FED-000983,2023-08-28,Art_Design_Papers,ART-1116,6445,Barcelona_ES,Rest_of_Europe,Critical,6,6,On_Time,0.226,98.0,96.0,7734.0,2098.45,8,3,2023,Monday,1
FED-000984,2023-07-20,Art_Design_Papers,ART-4174,1000,Chicago_US,Rest_of_Europe,Express,9,9,On_Time,0.155,82.5,95.0,1200.0,406.13,7,3,2023,Thursday,1
FED-000985,2024-11-06,Self_Adhesive_Materials,SEL-5253,122780,Sao_Paulo_BR,Italy,Standard,4,5,Slightly_Late,0.193,77.5,94.9,9822.4,2797.67,11,4,2024,Wednesday,0
FED-000986,2024-08-06,Self_Adhesive_Materials,SEL-9731,79041,Sao_Paulo_BR,Rest_of_Europe,Standard,3,2,On_Time,0.289,82.5,95.7,6323.28,2315.8,8,3,2024,Tuesday,1
FED-000987,2024-09-21,Wine_Labels,WIN-1849,34182,Sao_Paulo_BR,Italy,Standard,5,5,On_Time,0.103,80.9,96.4,5127.3,1796.45,9,3,2024,Saturday,1
FED-000988,2023-11-27,Luxury_Packaging,LUX-1712,1000,Chicago_US,Rest_of_Europe,Express,8,8,On_Time,0.106,82.6,95.8,2500.0,811.73,11,4,2023,Monday,0
FED-000989,2023-08-18,Wine_Labels,WIN-1415,32634,Chicago_US,Rest_of_Europe,Standard,5,5,On_Time,0.117,98.0,94.5,4895.1,1740.77,8,3,2023,Friday,1
FED-000990,2023-08-20,Art_Design_Papers,ART-2029,6169,Chicago_US,Asia_Pacific,Economy,5,6,Slightly_Late,0.65,94.3,93.7,7402.8,1703.51,8,3,2023,Sunday,1
FED-000991,2024-10-03,Self_Adhesive_Materials,SEL-6477,30082,Verona_IT,Americas,Standard,5,5,On_Time,0.1,84.1,96.4,2406.56,803.6,10,4,2024,Thursday,1
FED-000992,2023-09-14,Wine_Labels,WIN-4878,65623,Chicago_US,Rest_of_Europe,Express,3,4,Slightly_Late,0.135,93.9,97.0,9843.45,2290.68,9,3,2023,Thursday,1
FED-000993,2023-03-16,Self_Adhesive_Materials,SEL-1994,39508,Sao_Paulo_BR,Italy,Standard,3,3,On_Time,0.228,94.0,96.6,3160.64,886.81,3,1,2023,Thursday,0
FED-000994,2023-02-04,Luxury_Packaging,LUX-8075,15442,Verona_IT,Italy,Standard,8,7,On_Time,0.182,85.4,96.5,38605.0,14091.9,2,1,2023,Saturday,0
FED-000995,2023-03-09,Wine_Labels,WIN-7735,3593,Verona_IT,Rest_of_Europe,Standard,6,5,On_Time,0.04,85.6,97.4,538.95,170.95,3,1,2023,Thursday,0
FED-000996,2023-08-27,Self_Adhesive_Materials,SEL-2659,111260,Sao_Paulo_BR,Rest_of_Europe,Critical,3,3,On_Time,0.195,88.5,97.3,8900.8,2699.88,8,3,2023,Sunday,1
FED-000997,2023-12-14,Self_Adhesive_Materials,SEL-2106,157656,Verona_IT,Rest_of_Europe,Standard,3,4,Slightly_Late,0.235,92.2,93.7,12612.48,3388.32,12,4,2023,Thursday,0
FED-000998,2024-08-30,Self_Adhesive_Materials,SEL-8887,53001,Fabriano_IT,Italy,Economy,3,3,On_Time,0.265,84.1,94.0,4240.08,1340.15,8,3,2024,Friday,1
FED-000999,2024-09-27,Luxury_Packaging,LUX-9407,11944,Fabriano_IT,Italy,Express,5,7,Slightly_Late,0.172,75.4,96.5,29860.0,7904.85,9,3,2024,Friday,1
FED-001000,2024-10-29,Self_Adhesive_Materials,SEL-6618,72023,Barcelona_ES,Rest_of_Europe,Standard,4,4,On_Time,0.142,82.5,93.4,5761.84,1819.45,10,4,2024,Tuesday,1
FED-001001,2023-10-26,Luxury_Packaging,LUX-1894,7043,Verona_IT,Rest_of_Europe,Standard,8,9,Slightly_Late,0.234,98.0,94.2,17607.5,4470.07,10,4,2023,Thursday,1
FED-001002,2024-03-08,Wine_Labels,WIN-8794,22222,Fabriano_IT,Italy,Standard,5,5,On_Time,0.041,83.0,95.8,3333.3,1191.45,3,1,2024,Friday,0
FED-001003,2024-12-12,Self_Adhesive_Materials,SEL-5909,114612,Chicago_US,Rest_of_Europe,Standard,2,2,On_Time,0.276,91.4,94.4,9168.96,2591.73,12,4,2024,Thursday,0
FED-001004,2024-03-04,Wine_Labels,WIN-1060,49423,Verona_IT,Americas,Standard,3,4,Slightly_Late,0.083,91.2,94.6,7413.45,2034.86,3,1,2024,Monday,0
FED-001005,2024-10-16,Wine_Labels,WIN-6431,68470,Fabriano_IT,Rest_of_Europe,Standard,3,3,On_Time,0.134,96.4,92.6,10270.5,2826.47,10,4,2024,Wednesday,1
FED-001006,2024-01-20,Wine_Labels,WIN-2887,51010,Fabriano_IT,Italy,Standard,7,9,Slightly_Late,0.05,79.3,94.1,7651.5,1901.15,1,1,2024,Saturday,0
FED-001007,2023-05-26,Wine_Labels,WIN-4262,77017,Fabriano_IT,Asia_Pacific,Standard,4,4,On_Time,0.064,80.5,95.2,11552.55,3140.02,5,2,2023,Friday,0
FED-001008,2023-07-22,Wine_Labels,WIN-3925,46030,Fabriano_IT,Americas,Standard,3,3,On_Time,0.113,90.3,96.2,6904.5,2417.84,7,3,2023,Saturday,1
FED-001009,2023-07-20,Wine_Labels,WIN-2818,6435,Barcelona_ES,Italy,Economy,4,4,On_Time,0.076,84.3,96.0,965.25,310.06,7,3,2023,Thursday,1
FED-001010,2023-12-13,Art_Design_Papers,ART-9633,9676,Barcelona_ES,Rest_of_Europe,Standard,5,5,On_Time,0.321,87.3,96.2,11611.2,3762.28,12,4,2023,Wednesday,0
FED-001011,2024-09-30,Self_Adhesive_Materials,SEL-9725,101122,Verona_IT,Americas,Express,5,6,Slightly_Late,0.155,92.8,94.7,8089.76,1904.97,9,3,2024,Monday,1
FED-001012,2024-01-23,Self_Adhesive_Materials,SEL-4098,43603,Barcelona_ES,Asia_Pacific,Standard,2,1,On_Time,0.123,74.9,93.6,3488.24,1112.38,1,1,2024,Tuesday,0
FED-001013,2024-07-02,Wine_Labels,WIN-9327,53818,Fabriano_IT,Italy,Express,4,4,On_Time,0.055,90.0,94.0,8072.7,2223.63,7,3,2024,Tuesday,1
FED-001014,2024-08-21,Self_Adhesive_Materials,SEL-3743,76338,Fabriano_IT,Americas,Standard,5,5,On_Time,0.21,98.0,97.3,6107.04,1753.22,8,3,2024,Wednesday,1
FED-001015,2024-06-04,Luxury_Packaging,LUX-9609,7567,Sao_Paulo_BR,Rest_of_Europe,Standard,6,9,Late,0.237,76.9,95.9,18917.5,4381.92,6,2,2024,Tuesday,0
FED-001016,2024-12-12,Luxury_Packaging,LUX-1599,12336,Chicago_US,Rest_of_Europe,Standard,8,8,On_Time,0.21,80.4,94.2,30840.0,8775.92,12,4,2024,Thursday,0
FED-001017,2023-08-01,Wine_Labels,WIN-7178,69875,Fabriano_IT,Rest_of_Europe,Standard,7,7,On_Time,0.083,84.4,96.0,10481.25,3085.1,8,3,2023,Tuesday,1
FED-001018,2024-08-08,Wine_Labels,WIN-9500,41505,Barcelona_ES,Italy,Express,5,5,On_Time,0.075,92.8,94.2,6225.75,1931.56,8,3,2024,Thursday,1
FED-001019,2023-12-27,Wine_Labels,WIN-7700,54549,Verona_IT,Rest_of_Europe,Standard,5,5,On_Time,0.05,79.8,92.6,8182.35,2538.38,12,4,2023,Wednesday,0
FED-001020,2024-01-12,Self_Adhesive_Materials,SEL-2243,74846,Barcelona_ES,Italy,Express,3,3,On_Time,0.098,83.8,93.1,5987.68,1826.67,1,1,2024,Friday,0
FED-001021,2024-01-03,Art_Design_Papers,ART-4731,6341,Barcelona_ES,Rest_of_Europe,Standard,6,6,On_Time,0.214,82.7,93.0,7609.2,2338.58,1,1,2024,Wednesday,0
FED-001022,2023-04-11,Wine_Labels,WIN-5959,57619,Barcelona_ES,Italy,Critical,4,4,On_Time,0.03,79.2,96.2,8642.85,2650.52,4,2,2023,Tuesday,0
FED-001023,2024-11-30,Self_Adhesive_Materials,SEL-9898,83035,Fabriano_IT,Asia_Pacific,Standard,2,2,On_Time,0.148,82.9,97.7,6642.8,2177.88,11,4,2024,Saturday,0
FED-001024,2023-09-25,Wine_Labels,WIN-1194,52253,Barcelona_ES,Rest_of_Europe,Express,6,6,On_Time,0.072,88.4,92.7,7837.95,2777.1,9,3,2023,Monday,1
FED-001025,2024-04-28,Self_Adhesive_Materials,SEL-4829,115533,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.171,98.0,95.6,9242.64,3195.11,4,2,2024,Sunday,0
FED-001026,2024-06-12,Luxury_Packaging,LUX-6129,5447,Sao_Paulo_BR,Americas,Standard,8,8,On_Time,0.308,92.8,96.8,13617.5,3794.02,6,2,2024,Wednesday,0
FED-001027,2023-07-12,Luxury_Packaging,LUX-3102,4837,Chicago_US,Rest_of_Europe,Express,7,7,On_Time,0.197,97.6,90.6,12092.5,4014.21,7,3,2023,Wednesday,1
FED-001028,2023-11-09,Art_Design_Papers,ART-7974,6939,Verona_IT,Rest_of_Europe,Standard,6,6,On_Time,0.209,84.1,94.4,8326.8,2957.29,11,4,2023,Thursday,0
FED-001029,2024-12-03,Self_Adhesive_Materials,SEL-3279,75094,Sao_Paulo_BR,Rest_of_Europe,Express,5,4,On_Time,0.151,94.3,92.2,6007.52,1832.3,12,4,2024,Tuesday,0
FED-001030,2023-06-07,Art_Design_Papers,ART-7404,9411,Barcelona_ES,Americas,Standard,7,7,On_Time,0.292,77.5,96.6,11293.2,3460.88,6,2,2023,Wednesday,0
FED-001031,2024-01-26,Wine_Labels,WIN-8397,42286,Chicago_US,Rest_of_Europe,Critical,5,5,On_Time,0.036,87.7,97.5,6342.9,2196.03,1,1,2024,Friday,0
FED-001032,2024-10-16,Self_Adhesive_Materials,SEL-9005,47485,Verona_IT,Rest_of_Europe,Express,5,5,On_Time,0.107,97.9,95.4,3798.8,1189.83,10,4,2024,Wednesday,1
FED-001033,2023-01-28,Wine_Labels,WIN-9591,48969,Verona_IT,Rest_of_Europe,Economy,5,5,On_Time,0.068,83.3,92.9,7345.35,2682.3,1,1,2023,Saturday,0
FED-001034,2023-03-13,Luxury_Packaging,LUX-3572,13203,Barcelona_ES,Italy,Standard,7,7,On_Time,0.178,83.2,96.7,33007.5,9186.84,3,1,2023,Monday,0
FED-001035,2023-04-24,Wine_Labels,WIN-3128,31210,Chicago_US,Italy,Standard,6,6,On_Time,0.058,84.0,97.9,4681.5,1491.18,4,2,2023,Monday,0
FED-001036,2023-07-30,Wine_Labels,WIN-8519,38920,Chicago_US,Rest_of_Europe,Express,6,6,On_Time,0.052,72.2,93.1,5838.0,1790.71,7,3,2023,Sunday,1
FED-001037,2023-10-10,Wine_Labels,WIN-6388,77569,Fabriano_IT,Americas,Standard,5,5,On_Time,0.108,92.5,90.6,11635.35,3921.96,10,4,2023,Tuesday,1
FED-001038,2024-08-05,Self_Adhesive_Materials,SEL-8476,47205,Chicago_US,Italy,Standard,2,4,Slightly_Late,0.301,92.4,95.6,3776.4,1048.78,8,3,2024,Monday,1
FED-001039,2023-12-22,Self_Adhesive_Materials,SEL-3942,68368,Barcelona_ES,Americas,Standard,4,4,On_Time,0.133,87.9,99.8,5469.44,1775.24,12,4,2023,Friday,0
FED-001040,2024-09-24,Self_Adhesive_Materials,SEL-1715,54937,Chicago_US,Rest_of_Europe,Standard,3,2,On_Time,0.231,84.8,90.2,4394.96,1209.8,9,3,2024,Tuesday,1
FED-001041,2023-09-03,Self_Adhesive_Materials,SEL-4559,96342,Fabriano_IT,Rest_of_Europe,Express,8,8,On_Time,0.164,98.0,93.3,7707.36,2210.65,9,3,2023,Sunday,1
FED-001042,2024-05-20,Luxury_Packaging,LUX-6341,9310,Sao_Paulo_BR,Rest_of_Europe,Express,5,5,On_Time,0.167,79.2,93.3,23275.0,7786.04,5,2,2024,Monday,0
FED-001043,2024-02-24,Luxury_Packaging,LUX-8567,14193,Barcelona_ES,Italy,Express,8,10,Slightly_Late,0.121,79.3,94.7,35482.5,8777.19,2,1,2024,Saturday,0
FED-001044,2024-01-26,Wine_Labels,WIN-3236,51142,Chicago_US,Rest_of_Europe,Standard,5,6,Slightly_Late,0.063,81.4,95.0,7671.3,2124.36,1,1,2024,Friday,0
FED-001045,2023-12-01,Self_Adhesive_Materials,SEL-8171,11857,Chicago_US,Italy,Standard,7,7,On_Time,0.118,87.6,95.8,948.56,262.27,12,4,2023,Friday,0
FED-001046,2023-05-24,Luxury_Packaging,LUX-5819,3624,Barcelona_ES,Italy,Standard,7,8,Slightly_Late,0.146,67.2,91.6,9060.0,2520.62,5,2,2023,Wednesday,0
FED-001047,2023-05-08,Luxury_Packaging,LUX-8219,5872,Chicago_US,Rest_of_Europe,Express,7,8,Slightly_Late,0.178,97.3,95.0,14680.0,4204.37,5,2,2023,Monday,0
FED-001048,2024-01-02,Wine_Labels,WIN-9566,60169,Verona_IT,Rest_of_Europe,Standard,4,3,On_Time,0.058,87.7,96.8,9025.35,2915.24,1,1,2024,Tuesday,0
FED-001049,2024-10-18,Self_Adhesive_Materials,SEL-7183,140552,Verona_IT,Rest_of_Europe,Standard,2,3,Slightly_Late,0.281,98.0,95.8,11244.16,2788.29,10,4,2024,Friday,1
FED-001050,2023-07-26,Art_Design_Papers,ART-1238,3316,Barcelona_ES,Italy,Economy,6,7,Slightly_Late,0.478,98.0,94.0,3979.2,1151.34,7,3,2023,Wednesday,1
FED-001051,2023-12-12,Self_Adhesive_Materials,SEL-3750,12765,Verona_IT,Americas,Express,3,3,On_Time,0.093,95.4,94.6,1021.2,345.6,12,4,2023,Tuesday,0
FED-001052,2023-06-21,Wine_Labels,WIN-4393,45567,Sao_Paulo_BR,Rest_of_Europe,Express,5,5,On_Time,0.058,85.0,96.5,6835.05,2060.49,6,2,2023,Wednesday,0
FED-001053,2024-07-08,Luxury_Packaging,LUX-7588,12837,Chicago_US,Rest_of_Europe,Express,8,8,On_Time,0.217,87.7,94.2,32092.5,11413.93,7,3,2024,Monday,1
FED-001054,2024-10-31,Wine_Labels,WIN-7045,24592,Chicago_US,Rest_of_Europe,Express,4,4,On_Time,0.049,74.2,92.5,3688.8,1333.65,10,4,2024,Thursday,1
FED-001055,2023-02-14,Wine_Labels,WIN-9784,50627,Fabriano_IT,Americas,Standard,7,7,On_Time,0.057,85.0,95.6,7594.05,2094.62,2,1,2023,Tuesday,0
FED-001056,2024-08-05,Wine_Labels,WIN-3177,41255,Verona_IT,Asia_Pacific,Standard,2,2,On_Time,0.102,85.0,96.8,6188.25,2036.43,8,3,2024,Monday,1
FED-001057,2023-12-07,Wine_Labels,WIN-8354,54016,Barcelona_ES,Rest_of_Europe,Economy,5,6,Slightly_Late,0.105,86.7,97.1,8102.4,2410.18,12,4,2023,Thursday,0
FED-001058,2024-01-27,Luxury_Packaging,LUX-3032,16969,Fabriano_IT,Americas,Standard,11,12,Slightly_Late,0.18,71.9,95.4,42422.5,9422.19,1,1,2024,Saturday,0
FED-001059,2023-11-13,Wine_Labels,WIN-5859,69125,Chicago_US,Rest_of_Europe,Standard,8,10,Slightly_Late,0.092,86.9,96.0,10368.75,2347.07,11,4,2023,Monday,0
FED-001060,2023-07-26,Wine_Labels,WIN-8270,74091,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.102,93.8,94.4,11113.65,3213.23,7,3,2023,Wednesday,1
FED-001061,2023-12-03,Wine_Labels,WIN-5726,22160,Barcelona_ES,Americas,Standard,7,7,On_Time,0.057,85.5,94.3,3324.0,985.64,12,4,2023,Sunday,0
FED-001062,2023-01-25,Wine_Labels,WIN-5068,56262,Barcelona_ES,Italy,Express,5,9,Late,0.055,92.3,93.8,8439.3,1903.37,1,1,2023,Wednesday,0
FED-001063,2024-12-04,Self_Adhesive_Materials,SEL-1099,51994,Fabriano_IT,Rest_of_Europe,Standard,4,4,On_Time,0.133,94.6,96.0,4159.52,1392.41,12,4,2024,Wednesday,0
FED-001064,2023-03-08,Self_Adhesive_Materials,SEL-3057,75974,Verona_IT,Italy,Economy,5,5,On_Time,0.166,86.4,93.0,6077.92,1718.15,3,1,2023,Wednesday,0
FED-001065,2023-04-04,Wine_Labels,WIN-8652,40387,Sao_Paulo_BR,Asia_Pacific,Standard,8,7,On_Time,0.087,86.1,92.2,6058.05,2211.49,4,2,2023,Tuesday,0
FED-001066,2023-11-15,Wine_Labels,WIN-8344,25327,Fabriano_IT,Italy,Express,2,2,On_Time,0.06,93.0,98.1,3799.05,1139.31,11,4,2023,Wednesday,0
FED-001067,2024-10-12,Wine_Labels,WIN-8231,22388,Chicago_US,Asia_Pacific,Critical,4,4,On_Time,0.041,87.3,94.9,3358.2,981.19,10,4,2024,Saturday,1
FED-001068,2024-03-08,Luxury_Packaging,LUX-7249,7398,Chicago_US,Americas,Standard,8,7,On_Time,0.206,85.4,93.3,18495.0,5012.09,3,1,2024,Friday,0
FED-001069,2024-03-13,Self_Adhesive_Materials,SEL-8596,79487,Barcelona_ES,Italy,Standard,4,4,On_Time,0.132,89.3,96.7,6358.96,1750.2,3,1,2024,Wednesday,0
FED-001070,2023-11-10,Luxury_Packaging,LUX-4206,12082,Chicago_US,Rest_of_Europe,Standard,8,8,On_Time,0.264,87.3,97.9,30205.0,8858.83,11,4,2023,Friday,0
FED-001071,2023-06-08,Art_Design_Papers,ART-7812,5959,Verona_IT,Rest_of_Europe,Critical,7,7,On_Time,0.104,82.1,93.7,7150.8,2497.45,6,2,2023,Thursday,0
FED-001072,2024-02-09,Art_Design_Papers,ART-1636,4150,Barcelona_ES,Rest_of_Europe,Standard,7,6,On_Time,0.213,86.7,97.4,4980.0,1793.61,2,1,2024,Friday,0
FED-001073,2023-05-08,Luxury_Packaging,LUX-6711,9502,Sao_Paulo_BR,Americas,Express,7,7,On_Time,0.235,93.0,95.7,23755.0,7506.44,5,2,2023,Monday,0
FED-001074,2024-06-05,Self_Adhesive_Materials,SEL-4970,38334,Barcelona_ES,Rest_of_Europe,Standard,4,4,On_Time,0.129,87.3,91.5,3066.72,854.42,6,2,2024,Wednesday,0
FED-001075,2024-05-04,Wine_Labels,WIN-5281,52747,Barcelona_ES,Rest_of_Europe,Standard,9,9,On_Time,0.073,85.5,92.7,7912.05,2400.6,5,2,2024,Saturday,0
FED-001076,2024-09-11,Luxury_Packaging,LUX-1202,20204,Fabriano_IT,Rest_of_Europe,Express,8,8,On_Time,0.212,84.7,97.8,50510.0,13905.08,9,3,2024,Wednesday,1
FED-001077,2023-04-30,Self_Adhesive_Materials,SEL-4093,52016,Chicago_US,Rest_of_Europe,Standard,2,2,On_Time,0.186,88.9,92.5,4161.28,1187.98,4,2,2023,Sunday,0
